"Druid","Title","Collection"
"wb922nk2605","Kleiner, Perkins Caulfield and Byers","Douglas Menuez photography collection, circa 1985-2008"
"wb957cw0745","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wb968db7033","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wc046tw8109","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"wc186mq0957","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"wc254pz4583","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"wc258qs8367","Adobe 1990 #3","Douglas Menuez photography collection, circa 1985-2008"
"wc309jg3438","Farallon 1989 Jan.-Nov","Douglas Menuez photography collection, circa 1985-2008"
"wc334sw2356","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wc420zp6551","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wc448vg8956","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wc456zq1836","Newton Selects","Douglas Menuez photography collection, circa 1985-2008"
"wc546py2304","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"wc592tk1775","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"wc656hm8826","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"wc681sq7003","IBM 11/97 Burlington","Douglas Menuez photography collection, circa 1985-2008"
"wc702tt0088","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wc727bq1388","Adobe Annual 1990","Douglas Menuez photography collection, circa 1985-2008"
"wc761pj2006","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wc821kb2172","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"wc829mk5363","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"wc876zp4626","Newton 1993 #6","Douglas Menuez photography collection, circa 1985-2008"
"wc878mg6266","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"wc887xx3921","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"wd064rz0419","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wd119sb8107","Adobe 1990 #3","Douglas Menuez photography collection, circa 1985-2008"
"wd237tf9832","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"wd252zj2953","Sun 1992","Douglas Menuez photography collection, circa 1985-2008"
"wd286sy1250","Farallon 1990 July-Dec","Douglas Menuez photography collection, circa 1985-2008"
"wd308bg2495","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wd389xf6819","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"wd411gv0906","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"wd420tk8330","Silicon Valley Selects, 1986-1997, Tech Selects 9, Farallon Tech Project B","Douglas Menuez photography collection, circa 1985-2008"
"wd421hm0947","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"wd506cn1567","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"wd520fq7236","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"wd525kz1765","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"wd545sp6616","Silicon Valley Selects, 1986-1997, Tech Selects 6, Adobe","Douglas Menuez photography collection, circa 1985-2008"
"wd635cr8117","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"wd696rr5988","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"wd708yr6962","Apple Blueprint 1994 #2","Douglas Menuez photography collection, circa 1985-2008"
"wd723wf0334","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wd842by0486","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"wd842jr3749","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"wd845ys3519","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"wd871pp8782","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"wd921ch8331","Adobe, Annual #3","Douglas Menuez photography collection, circa 1985-2008"
"wd969rv0018","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"wf006pg2036","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"wf144hr2184","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"wf209wv2275","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"wf228mr6038","Newton 1992 #5","Douglas Menuez photography collection, circa 1985-2008"
"wf242pd4403","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"wf292hs2110","Silicon Valley Selects, 1986-1997, Tech Selects 5, NetObjects, 1994","Douglas Menuez photography collection, circa 1985-2008"
"wf361fb9323","Sun Microsystems, 1992, #2, Water Fight Outs","Douglas Menuez photography collection, circa 1985-2008"
"wf379xd0245","Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wf520ts8165","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wf538ps5927","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"wf564py4394","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"wf567kf0730","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wf576sq8736","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wf585yb7364","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"wf669tw9129","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"wf697sq4581","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wf712np2085","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"wf721wk3075","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"wf764fg6867","Kleiner Perkins 1996","Douglas Menuez photography collection, circa 1985-2008"
"wf792zn8542","Newton 1993 #1","Douglas Menuez photography collection, circa 1985-2008"
"wf803fk8901","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wf824fy5582","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"wf843vm7326","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"wf859hd9487","Silicon Valley Selects, 1986-1997, Tech Selects 5, Sun Microsystems, #1","Douglas Menuez photography collection, circa 1985-2008"
"wf873fb5791","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"wf903wm9187","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"wf917zs2050","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"wf963wn4308","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"wg021gy7254","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"wg058mw5485","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"wg096fx7318","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"wg116jj9056","IBM 11/97","Douglas Menuez photography collection, circa 1985-2008"
"wg226ww8827","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"wg278gp8829","Newton 1993 #2","Douglas Menuez photography collection, circa 1985-2008"
"wg288tp5812","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wg504hw2869","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"wg537cr6664","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wg763rm4082","Apple Computer 1996","Douglas Menuez photography collection, circa 1985-2008"
"wg772tx7112","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"wg916nb1059","NeXT 1988","Douglas Menuez photography collection, circa 1985-2008"
"wg918fq0667","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"wg946tj1805","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"wg952bv4327","Adobe Annual 1990-2","Douglas Menuez photography collection, circa 1985-2008"
"wg986yf6908","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"wg989hv0095","Farallon 1991-1992","Douglas Menuez photography collection, circa 1985-2008"
"wh074ts9204","Apple 1990-1991 #1","Douglas Menuez photography collection, circa 1985-2008"
"wh196fp6594","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"wh273hj3145","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"wh277qz3817","Sun Microsystems, 1992, #2, Rough Edit","Douglas Menuez photography collection, circa 1985-2008"
"wh335xz2300","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"wh357sg5477","NetObjects, 1999","Douglas Menuez photography collection, circa 1985-2008"
"wh436bt5885","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"wh457pg2238","Newton Launch Boston","Douglas Menuez photography collection, circa 1985-2008"
"wh513wv9978","Apple Blueprint Book 2, 1994","Douglas Menuez photography collection, circa 1985-2008"
"wh712xb9995","Silicon Valley Selects, 1986-1997, Tech Selects 7, Adobe/Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wh743jy2234","Apple 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"wh758qz7334","Adobe, #1","Douglas Menuez photography collection, circa 1985-2008"
"wh784kg9291","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"wh796vn9191","24 Hours In Cyberspace","Douglas Menuez photography collection, circa 1985-2008"
"wh877tm4162","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"wh902xt0097","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wh916mv9364","Silicon Valley Selects, 1986-1997, Tech Selects 7, Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wh961mk3615","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"wh973vd5266","Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wj004kk9493","Newton 1993 #3","Douglas Menuez photography collection, circa 1985-2008"
"wj044zf5438","Sun 1992","Douglas Menuez photography collection, circa 1985-2008"
"wj047bs2279","Adobe, 1991, Halloween","Douglas Menuez photography collection, circa 1985-2008"
"wj206md5535","Newton 1993 #1","Douglas Menuez photography collection, circa 1985-2008"
"wj268br3677","Adobe, 1991, Halloween","Douglas Menuez photography collection, circa 1985-2008"
"wj278gm9648","Adobe, 1992, #1","Douglas Menuez photography collection, circa 1985-2008"
"wj373rc2134","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"wj376rq8446","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wj411pt1452","Adobe Annual 1990","Douglas Menuez photography collection, circa 1985-2008"
"wj469yc2864","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wj520xx5259","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"wj523qv1455","Adobe, 1991","Douglas Menuez photography collection, circa 1985-2008"
"wj549mr4168","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wj633tk8713","Farallon, 1990","Douglas Menuez photography collection, circa 1985-2008"
"wj641nh6322","Adobe, Annual #2","Douglas Menuez photography collection, circa 1985-2008"
"wj802hd8378","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wj957xm4156","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wk132bc9225","NetObjects","Douglas Menuez photography collection, circa 1985-2008"
"wk138xc8668","Adobe, Color","Douglas Menuez photography collection, circa 1985-2008"
"wk179nn6450","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"wk204mz7013","IBM","Douglas Menuez photography collection, circa 1985-2008"
"wk307zh9865","Silicon Valley Selects, 1986-1997, Tech Selects 8, Farallon Tech Project A","Douglas Menuez photography collection, circa 1985-2008"
"wk395sz0421","Adobe, Annual #1","Douglas Menuez photography collection, circa 1985-2008"
"wk626gj8037","Adobe 1991","Douglas Menuez photography collection, circa 1985-2008"
"wk648fj3283","Adobe 1989 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"wk728zz0184","Farallon, 1989","Douglas Menuez photography collection, circa 1985-2008"
"wk871tj0622","Sun 1992","Douglas Menuez photography collection, circa 1985-2008"
"wk968st9892","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"wm013tz7690","Adobe, 1988","Douglas Menuez photography collection, circa 1985-2008"
"wm016ms9184","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"wm045wx8345","IBM New York - Executive Arts","Douglas Menuez photography collection, circa 1985-2008"
"wm056bm3802","Farallon, 1989, #1","Douglas Menuez photography collection, circa 1985-2008"
"wm084jr0775","Adobe Color 1990","Douglas Menuez photography collection, circa 1985-2008"
"wm168pt1174","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wm220ny9290","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wm239wr6221","Kleiner Perkins 1991","Douglas Menuez photography collection, circa 1985-2008"
"wm290ft0210","Against All Odds - One Digital Day","Douglas Menuez photography collection, circa 1985-2008"
"wm294rq8536","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"wm342xd4667","Kleiner Perkins","Douglas Menuez photography collection, circa 1985-2008"
"wm345fs3240","Tech Selects","Douglas Menuez photography collection, circa 1985-2008"
"wm384bg1211","Adobe 1988 Binder 1","Douglas Menuez photography collection, circa 1985-2008"
"wm384tz4596","Farallon B","Douglas Menuez photography collection, circa 1985-2008"
"wm403qw5714","Adobe 1992 #1","Douglas Menuez photography collection, circa 1985-2008"
"wm417xm1705","Silicon Valley Selects, 1986-1997, Tech Selects 11, John Sculley","Douglas Menuez photography collection, circa 1985-2008"
"wm500qs1678","Adobe Color 1990","Douglas Menuez photography collection, circa 1985-2008"
"wm542kg1711","Kleiner Perkins 1995","Douglas Menuez photography collection, circa 1985-2008"
"wm572rb1318","Adobe Seattle","Douglas Menuez photography collection, circa 1985-2008"
